户号,00点(kW),01点(kW),02点(kW),03点(kW),04点(kW),05点(kW),06点(kW),07点(kW),08点(kW),09点(kW),10点(kW),11点(kW),12点(kW),13点(kW),14点(kW),15点(kW),16点(kW),17点(kW),18点(kW),19点(kW),20点(kW),21点(kW),22点(kW),23点(kW)
"1321302704	",576,567.45,534,421.5,380.85,281.55,392.7,361.05,415.2,457.2,382.05,432.6,405.45,408.3,397.5,421.95,428.7,450.3,424.2,333.15,363,360,376.05,355.65
"1321304424	",198.8,202.4,206,186.4,178.4,208,243.2,238.8,164,329.2,175.2,200,150.8,137.6,156,134.8,184.4,215.2,163.2,213.6,227.6,239.2,250,230.4
"1321304544	",14915.6,14896,14910,14910,14915.6,15022,14893.2,14876.4,14910,14798,14697.2,14523.6,14574,14515.2,14498.4,14470.4,14504,14644,14663.6,14632.8,14708.4,14842.8,14666.4,14792.4
"1321305360	",10.2,10.8,15.5,11.8,10.5,19.1,40.3,46,139.4,188.3,194.1,132.2,174.6,152.3,161.6,178.5,178.4,76.2,134.1,115.8,99.3,86.5,59,
"1321305626	",27,21.3,19.5,18.3,16.8,18.9,19.5,22.5,23.1,23.4,30,22.8,26.7,23.1,15.6,17.4,28.8,23.1,22.5,26.7,28.5,23.7,20.4,17.4
"1321305626	",9.9,10.2,10.2,12,10.2,11.7,13.5,11.4,14.4,14.7,16.8,11.7,13.2,14.4,15.9,13.8,15.3,13.2,17.1,17.7,19.5,15.3,13.2,13.5
"1321306521	",7.2,6.45,6.75,5.1,16.05,4.8,4.2,7.95,7.35,11.1,4.5,6.75,4.8,5.55,5.25,11.7,6.6,6.15,6.9,6.9,7.65,8.85,9.45,7.5
"1321306553	",63,66.45,61.35,68.4,65.1,85.05,132,216.9,256.05,171.45,238.65,180,192,216.3,199.2,212.55,190.5,167.7,146.1,130.65,73.35,71.7,50.85,56.25
"1321306610	",442,536.2,471.5,452.1,499.5,375,301.8,407.3,465.5,496.3,481,484.1,487.9,456.2,448.9,421,370.7,286.4,268.2,366.5,264.7,318.2,99.8,176
"1321306761	",183.6,133.8,171.6,121.8,107.4,133.8,152.4,155.4,207,194.4,204,174,141.6,80.4,182.4,125.4,194.4,206.4,181.2,256.8,216.6,158.4,142.2,168
"1321306966	",6.2,4.3,6.9,7.6,6.6,6.7,6.2,13.9,303.7,149.8,221.6,295.9,5.6,304.2,243.1,266.9,330,157.7,22.6,16.1,6.1,4.8,7.1,6.5
"1321306981	",,,,,,,,,,28.5,,28.5,,28.5,,29.7,,,,,,,30.6,31.8
"1321313124	",51.9,49.5,49.65,53.85,48.75,52.95,52.2,47.7,468.3,186,130.05,397.8,52.5,61.65,29.4,67.05,70.65,53.85,60.45,49.5,60.3,59.85,54.9,59.85
"1321313145	",106.3,532.1,481.4,116.5,426.9,561.2,75.6,388.5,109.5,100.8,111.5,125,105.3,52.5,61.3,100.2,83.7,20.6,49,51,43.7,70,5.9,296.8
"1321316636	",1.9,1.8,1.8,1.9,1.8,1.8,1.8,1.7,1.9,32.1,37.9,27,18.2,30.6,24.9,57.6,43.8,1.7,1.7,1.9,1.7,1.7,1.7,1.7
"1321317015	",56.8,34.4,31.5,20.3,24.6,20.4,23.3,31.4,37.1,35.4,29.4,44,24,42.9,34.3,30.6,22.6,24.8,28.7,29,53.7,57.8,45.8,41.9
"1321320418	",59.1,38.6,51.5,9.6,9.5,41.9,20.3,36.6,142.6,152.5,138.5,71,74.8,102.5,75.9,64.2,57.6,18.7,1.6,1.6,1.6,4.7,5,1.9
"1321321001	",55.2,48.6,49.5,53.7,53.7,51.3,66,81.9,70.5,83.1,72.6,58.2,62.7,55.2,51.3,57.3,57.6,63.6,62.4,53.7,52.8,58.8,56.7,50.7
"1321321463	",1401.6,1273,1285.2,1282.8,1274.6,1225.4,1244.6,1313.4,1239.6,1308.6,1257.6,1269.6,1351,1346.4,1260.6,1338.4,1247.2,1255.6,1289.2,1262.4,1291.8,1238.6,1186.2,1242.4
"1321325105	",165,158.4,165,172.2,174,243,441.6,558,589.8,704.4,706.2,538.2,539.4,588,591.6,656.4,499.2,506.4,426,377.4,343.2,285.6,256.8,254.4
"1321326464	",1064.2,1118,1201.2,1201.8,878.4,944.2,1077.4,951.6,849.6,785.2,958.6,1084.8,994.8,999.2,1155.6,1208,1107.2,1072,1070.6,923.4,802.6,965.2,990.6,1089.8
"1321326506	",217.9,218.2,218.4,220.4,4.9,41.4,569.9,528,567.4,101.6,581.2,305.3,591.8,161.1,69.4,129.5,65.8,64.3,91.5,81.9,42.8,4.7,4.7,4.6
"1321328987	",15,15,15,12.6,13.2,12.6,13.8,13.2,17.4,15,15.6,15.6,16.2,14.4,14.4,14.4,15.6,15.6,16.8,18,18.6,13.8,15.6,13.8
"1321328987	",17.4,18.6,17.4,17.4,18,19.8,37.8,28.8,36,43.8,48,48,46.8,43.8,36,33.6,37.2,34.2,23.4,18,18,18,17.4,18
"1321328995	",28,31.2,33.2,30.6,31.2,31,33.2,35.6,39.8,36,38.2,50.6,38.2,32,35.4,28.8,43.4,37,37.2,36.2,34,31.2,33.4,28.6
"1321328995	",69.2,58.4,55.8,56.2,55.4,58.2,55.8,50.2,59,58.6,56.6,50.6,53.6,52,67,48.4,53.6,54.4,51,52.2,49.8,56.8,48,53
"1321329233	",329.1,247.2,285.6,282,292.2,377.7,535.2,564.3,642.6,514.5,536.1,470.4,469.2,474.9,346.8,442.2,481.2,480,517.5,511.8,506.4,470.7,374.4,369.6
"1321330020	",0.9,0.9,1,1,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.9,0.9,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
"1321330361	",298,304.8,395,244,263.2,377.2,254.6,169.6,255.6,265.6,256.6,347.8,262,202.4,313.4,255,283.2,228.6,183.2,262.2,173.8,178.2,182.2,186.6
"1321330392	",26.4,23.7,26.85,25.05,30.9,26.55,25.35,30.6,24.9,41.55,25.35,19.8,34.65,33.3,31.05,32.55,16.8,35.55,23.1,22.5,29.55,25.8,33.9,27
"1321330392	",78.6,75,77.1,80.1,78.3,78.9,78.75,90.75,120.6,136.95,146.1,139.5,117,124.35,122.25,112.65,114.9,122.55,99.9,88.05,113.4,110.55,111.15,111.15
"1321330503	",66.75,69,65.85,66,68.55,90.75,82.95,92.85,63.9,84.6,131.7,99,66.6,49.5,95.7,81.45,104.1,89.25,101.4,96.75,89.85,105.75,79.8,76.35
"1321330503	",36.45,36.45,36.45,36.6,36.6,36.75,36.45,36,34.5,31.8,44.55,31.05,44.7,46.05,30.15,34.35,53.25,37.05,43.2,43.2,35.85,35.7,36.15,36
"1321330538	",70.2,79.8,70.2,87,70.2,76.8,68.4,71.4,67.8,75.6,65.4,65.4,76.2,63,63.6,66,67.8,74.4,83.4,91.2,79.2,80.4,74.4,72
"1321335394	",127.2,87.6,76.8,88,78.8,71.2,96,118,172.4,186.4,292.8,291.2,333.2,351.6,353.6,315.6,285.6,338,424.4,478.8,473.2,395.6,229.2,186.4
"1321335394	",44.8,43.6,36.4,38.8,34.8,32.8,32,33.6,45.2,118.8,228,258.4,282.8,266,204,165.2,242,317.2,329.6,386,290.4,240.8,103.6,81.2
"1321336740	",2.1,2.1,2.1,2.4,2.1,2.1,2.1,3,2.7,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.7,2.1,2.1,2.1,2.1
"1321337914	",144,137.4,141.6,126,140.4,148.2,243,200.4,409.2,395.4,360,186,174.6,309,337.2,361.8,313.2,210,250.8,262.8,223.2,164.4,139.8,144.6
"1321339134	",15.2,16.3,18,15.7,15,24,27.9,32,20,23.5,27.8,31.2,11.3,11.3,18.3,21.2,38.7,18.6,26.4,32.3,25.3,34.2,22,25.3
"1321339143	",16.6,14.7,14.3,16.1,13.4,14,25.7,18.1,18.5,20.2,17.8,17.8,11.3,20.8,13.2,28.3,13.9,13.1,34.6,37.1,27.9,21.2,20.7,18.8
"1321340132	",8.04,7.8,8.7,7.74,7.8,7.86,8.16,16.68,9.6,27.6,10.26,17.76,17.58,11.76,16.62,13.38,9.84,4.2,4.02,3.78,12.42,3.96,3.72,3.66
"1321340132	",2.22,2.28,2.28,2.28,2.28,2.28,2.22,2.22,2.1,2.1,1.74,1.5,1.56,1.5,1.5,1.5,1.56,1.56,2.34,2.28,2.22,2.16,2.22,2.16
"1321353172	",17,17,16.7,16.7,16.8,16.8,16.4,13.5,13.5,18.9,18.5,19.1,15.3,22.5,19.8,17.8,13,13.9,19.5,18.3,16.6,16.5,16.3,16.4
"1321353172	",0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.8,0.8,0.9
"1321355754	",27.5,31,25.5,26.5,26.5,28,30.5,35,22,48,50,48,43,24,25,24,45.5,38.5,32.5,39,35,36,37,33.5
"1321355754	",9.8,9.3,9.3,9.3,9.4,9.3,9.3,9.2,9.1,9.2,9.2,9.1,9.2,9.2,9.6,9.3,9.4,21.5,21.4,21.4,21.3,21.2,21.2,9.4
"1321356071	",467,456.7,460.8,464.8,453.6,461.5,471.6,462.7,466.7,475.5,456.5,469.6,465.8,474.8,463.8,470.9,463,467.7,467.2,468,476.2,470.4,475.6,471
"1321356546	",14.7,14.4,14.3,14.3,14.3,12.1,3.8,3.7,3.6,3.5,3.9,6.5,4.1,7.1,4.3,6.2,6.2,5.7,15.4,16.1,16,15.4,15.1,15.3
"1321356548	",23.6,25.1,24.1,23.5,28,27.4,12.3,8.5,6.3,14.7,20.2,22,22.9,18.6,13,17,14.4,17.6,40.3,36.7,33.7,31.2,29.1,27.4
"1321356609	",34.3,34.4,34.4,34.4,34.4,34.3,3.5,3.4,3.3,3.3,3.3,3.3,3.3,3.4,3,3,3,3.1,34.1,34.1,34.4,34.4,34.4,34.3
"1321356784	",11.5,12.8,11.5,12.8,11.6,11.6,7.3,4.3,11.2,29.9,54.6,30.5,23.8,54,54.6,78.5,25.5,19.8,27,26.7,25.3,25.2,26.8,25.7
"1321356799	",69.9,52.5,51,71.4,68.4,104.4,201.9,274.2,428.4,542.4,738.3,243.3,276.3,492.9,543.3,561.3,496.5,317.7,148.2,88.2,108.3,99.3,134.7,83.1
"1321356983	",19.8,20,20.1,20,20.1,20.1,20.1,22,25,36.7,39,40,42.7,45.2,46,38.4,35.9,42.2,22.8,23.5,23.5,24.9,25,25
"1321356987	",22.8,16,22.7,18.2,30.9,23.6,14.5,48.7,39,39.6,63.3,56.2,58.2,54.9,47.2,45.4,58.5,52.2,51.9,43.8,39.4,33.7,34.3,28.6
"1321356988	",8.5,8.5,8.6,8.6,8.6,8.7,8.6,8.5,11.2,19.5,24.3,25.2,17.2,16.5,17.3,23.4,16.6,16.3,8,7.9,7.8,7.8,7.8,7.8
"1321356988	",9.8,9.8,9.9,9.8,9.8,9.8,9.8,9.7,13.9,20,30.2,20.4,20.3,21.1,20.3,16.7,29.2,20.1,9,9,9,9,9,9
"1321357064	",40,24.7,26,28.1,29.6,24.8,48.4,72,71.9,65.9,92.5,36.7,52,69,59.7,64.1,42.6,23.6,20,40.2,27.5,31.2,28.6,28.7
"1321358328	",38.55,31.8,28.05,38.25,29.55,29.85,52.65,74.1,75.45,54.45,60.3,63.6,43.05,64.65,121.2,69,60.15,104.55,60,58.5,71.55,33.45,39.75,38.7
"1321358744	",0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
"1321362626	",30,38.4,36,34.8,38.4,42,45.6,34.8,31.2,36,37.2,31.2,25.2,31.2,39.6,30,38.4,34.8,91.2,108,90,38.4,33.6,40.8
"1321362626	",14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,15.6,14.4,15.6,14.4,14.4,14.4,14.4,14.4,16.8,14.4,44.4,51.6,49.2,22.8,15.6,19.2
"1321363048	",2195.4,2199,1502.7,540.3,5.7,5.4,5.4,5.7,5.4,5.7,5.1,5.7,5.4,463.2,351.9,448.5,557.7,815.1,1160.1,1191.3,1601.1,1860.3,2046.3,2164.2
"1321363934	",74.1,53.4,61.35,62.7,91.35,78.15,98.25,125.1,82.5,135.6,132.6,118.8,119.4,66.15,116.25,67.95,94.95,108.3,123.15,171.6,150.75,137.85,100.2,100.95
"1321364852	",180.15,171.75,179.1,180.9,192.15,178.2,203.4,219.9,276.75,288.3,252.6,232.2,188.4,237.9,285.45,245.85,278.25,196.5,234.75,251.55,192,186.9,189,174.45
"1321364968	",25.2,25.5,26.4,21.9,24.6,25.8,27.3,21.6,28.8,24.3,19.8,21.3,18.6,17.1,44.7,22.2,19.2,17.1,18.9,18.9,26.4,27,18,20.1
"1321364968	",30.6,30.6,30.6,30.6,30,30.3,30.3,28.8,62.1,29.1,40.2,52.8,44.1,35.7,37.8,44.1,63,35.7,36.9,42.3,30.3,21.9,29.1,28.8
"1321364971	",124.8,119.7,128.4,116.1,121.2,126.6,260.4,280.5,377.1,275.1,370.5,226.5,256.8,231.6,414.3,284.4,372.3,390,322.5,295.2,274.5,234.9,189.3,193.2
"1321365979	",35.7,34.5,35.7,35.4,35.7,33.6,33.3,34.5,39,33,36,39.6,30.9,33,32.7,33.9,34.5,37.5,34.8,35.1,30.6,30.3,29.7,30.6
"1321365979	",44.4,52.5,52.5,42,43.8,50.7,49.5,53.4,48.3,64.2,63,62.1,56.7,63,66.9,68.4,66,64.5,53.1,50.7,52.8,39.6,40.2,48.9
"1321366292	",13.1,7.3,3.8,5.3,7.9,5.2,9.7,40.9,,,,11.6,413,250.8,308.9,386.8,358.4,220.7,255.8,87.3,151.7,157.8,12.5,25.7
"1321370768	",33.84,20.58,31.02,33.24,24.54,30.78,61.56,53.04,65.28,71.04,82.14,35.4,67.62,49.32,40.5,62.52,56.46,59.04,69.24,63.6,69.3,43.8,38.22,35.04
"1321372235	",1822.8,1849.6,1806,1769.6,1760.4,1787.2,1088.8,1121.2,1870,1960.4,1968.8,1920.8,1857.2,1923.6,1910.4,1912.8,1879.2,1858.8,1973.6,1934.4,1069.6,1910,1917.6,1902
"1321373471	",40.5,39,39.1,41.7,43.4,45.7,39.7,35.9,45.6,57.3,70.8,80.4,128,200,243,260.3,208.1,31.2,28.8,25.1,25.5,28.5,26,30.2
"1321373670	",16.7,16.9,20.3,36.4,30.5,23.9,33.2,28.7,12.9,10.1,13.4,14.3,10.1,12.3,21.8,5.1,10.9,25.7,34,7.4,20.8,33.3,21,35.6
"1321374700	",11.8,9.3,13.7,13.9,12.1,16.4,45.2,41,69.3,81.9,79.9,50.3,69.6,68.1,68.9,79.8,81,55.3,44.6,43.9,33.5,52.7,33.1,14.9
"1321379070	",5.6,6.4,7.6,7.2,7.2,8.4,8.4,348.4,241,248.4,212.8,146.6,165.8,276.6,360,256.6,65.2,207.2,11.2,16,77.6,76,88.4,123.2
"1321386601	",1015,199,43.5,60.5,878,578.5,65.5,15,39.5,41,75.5,937,62,107.5,65,743,108.5,119.5,15,14.5,15,15,14.5,14.5
"1321390236	",9.66,10.2,8.76,6.12,11.16,7.74,18.6,10.62,115.68,116.46,38.82,81.18,9.72,100.14,7.8,7.2,7.56,14.46,14.64,10.74,9.3,10.56,11.1,9.42
"1321391687	",40.7,44.6,29.8,27.4,48.8,28.2,28,25.5,32.4,17.7,32,8.5,16.1,23.6,22.7,6.9,5.6,7.8,10.5,13.9,14.9,18.7,29,49.7
"1321392482	",46,44,53.2,33.4,38,54.4,76.2,83.5,60,212.2,185.4,29.7,47.3,168.2,154.8,208.5,154,53,58.9,76.9,45.9,43,45.8,37
"1321394127	",23,25.6,20.5,14.1,14.1,8.3,8.9,17.9,61.9,275.7,224.1,214.9,129.3,224.9,163.7,83.5,49,20.8,24.5,23.4,21.2,36.2,18.8,23.2
"1321394659	",16.3,9.9,14.7,5.4,16.2,16.3,8.9,8.5,47.8,105.7,97.6,20,59.8,72.3,73.6,79.7,73.2,28.1,40.6,8.3,11.7,11.4,8.5,6.1
"1321395186	",22.7,27.9,27.6,25,57.8,33.4,76.4,161,134.3,189,165.4,150.7,119.8,165.8,176.4,153.4,197.8,113.9,119.8,108,86.8,75.7,63.4,46
"1321396432	",9,8,17.9,8.9,9,9.2,20.7,9,24.7,19.9,31.5,21.9,19,19.7,20.4,19.6,22.3,11.6,8.7,8.5,9.7,9,9.8,8.2
"1321397862	",2.2,2.2,2.2,2.2,2.2,2.4,2.2,2.2,2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
"1321397867	",9.6,9.6,10,10,10,10,10,9.6,11.2,11.6,14,13.2,13.6,14,15.6,13.2,13.2,10.4,10,10,10,10,10,10
"1321397867	",1.6,2,1.6,1.6,1.6,2.4,2,2,2,2.8,3.2,2.4,1.6,2,2.4,1.6,2,1.6,1.6,2,2,2,2,1.6
"1321408018	",4.6,4.5,4.6,5.3,4.6,4.7,8.9,4.6,4.8,11.9,13.6,12.4,9.2,19.9,15.8,10.1,10.3,7.1,5.2,7.1,19.2,18.2,11.1,8.5
"1321408377	",3.3,3.3,3.3,3.4,3.4,3.4,4.7,7.6,175.6,125.8,111.6,126.2,188.6,7.3,13.1,5.8,7.9,4.4,4.5,5.2,4.5,4.5,3.6,3.3
"1321413995	",27.9,25.5,26.55,34.05,24.3,25.35,34.8,74.55,64.35,87.15,148.2,117.6,40.5,134.85,130.35,51.45,121.95,70.8,81,69.3,46.8,59.7,72,54.15
"1321417185	",23.8,26.2,29,26.6,35.6,26.4,35.2,95.4,427,346.6,360.2,439.8,491.4,536,409.6,383.6,571,393.2,179.2,469.8,409.4,69.4,49.8,25.4
"1321418050	",9.4,20.6,9.6,8.8,8.8,9.2,21.6,21.6,7.8,13.8,13.6,18.4,10.6,9.2,6.2,15.8,23.6,7.4,8.8,11.4,10.2,8.6,20.4,22.6
"1321425250	",1,1,1,1,1,1,1,0.9,0.9,0.9,0.9,1,1,0.9,0.9,0.9,0.9,1,1,1,1,1,0.9,1
"1321425250	",1,0.9,1,1,1,1,1,0.9,0.9,0.9,0.9,1,0.9,0.9,0.9,0.9,0.9,,,,,,,
"1321427835	",202.2,174.75,183.45,32.55,27.45,50.55,25.8,371.25,107.1,279.3,155.85,204.75,71.85,387.3,464.4,375,370.8,480.6,231.45,389.4,180.75,208.2,34.5,31.8
"1321432415	",72.4,74.4,58.8,57.6,52.3,53.4,56.9,151.1,305,342.8,260.5,298.1,370.4,302.5,284.6,295.9,279.6,290,258.5,194.1,129.2,85.9,59.9,53.8
"1321433003	",1,1,1,1,1,1,1,0.9,0.9,0.9,0.9,1,4.3,9.5,1,1,8.4,0.9,0.9,0.9,0.9,0.9,0.9,0.9
"1321441050	",17.2,17.2,18,16,16.8,18,20,15.2,18.4,54.4,80,54.8,178,14,96.8,94,66.8,90.4,16.8,25.2,29.2,26.4,23.6,23.6
