户号,00点(kW),01点(kW),02点(kW),03点(kW),04点(kW),05点(kW),06点(kW),07点(kW),08点(kW),09点(kW),10点(kW),11点(kW),12点(kW),13点(kW),14点(kW),15点(kW),16点(kW),17点(kW),18点(kW),19点(kW),20点(kW),21点(kW),22点(kW),23点(kW)
"1316050805	",427.8,307.5,343.5,378,343.5,420.6,441.6,380.1,459.6,481.2,475.5,497.1,455.4,395.1,253.2,222.3,236.7,269.4,274.5,241.5,348,363.6,366.6,407.1
"1316050888	",188.51,208.49,189.74,153.77,164.46,161.51,162.29,161.67,229.05,193.64,204.99,216.96,203.36,216.24,212.04,213.96,205.68,232.71,227.66,253.41,254.82,260.97,205.05,204.44
"1316050888	",173.47,198.22,183.99,153.78,158.01,156.1,153.48,157.76,162.93,155.63,149.58,148.1,157.33,170.45,159.96,161,141.38,166.02,163.95,177.87,202.12,199.5,195.62,199.61
"1316051062	",518.7,480.9,606.9,600.3,533.4,594.9,306.6,37.5,58.2,65.7,109.8,74.4,78,57,65.7,66,62.4,77.7,61.5,39.6,42.3,25.8,21.9,31.8
"1316051700	",142.2,141.4,139.4,139.6,143.6,136.6,186.2,179.6,221.8,224.4,308.6,159.4,139.4,148.8,144.6,154,75.6,88,77,74,76.2,33.6,31.6,141.6
"1316051967	",243.45,192.3,190.95,172.2,166.95,151.5,157.35,141.6,46.2,43.2,54.15,42.75,39.15,32.85,24.3,28.65,27.9,31.65,31.5,35.7,39.9,28.65,28.2,28.2
"1316054254	",2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1
"1316054418	",21968.8,22159.2,21929.6,21952,21946.4,21884.8,21929.6,22013.6,21912.8,21974.4,22125.6,21806.4,21879.2,22120,21957.6,21767.2,21918.4,21924,22030.4,21968.8,21946.4,22153.6,22092,22064
"1316054418	",17035.2,17035.2,17197.6,16828,16996,17147.2,17085.6,16956.8,16895.2,17040.8,16973.6,16923.2,16968,16923.2,16895.2,16833.6,16889.6,17085.6,17382.4,17276,17225.6,17124.8,17012.8,17001.6
"1316054858	",574.4,701.6,692.8,692,663.2,671.2,672,698.4,708,743.2,722.4,758.4,745.6,626.4,612,589.6,599.2,576,586.4,580,576,556.8,547.2,544
"1316054948	",172.65,141.3,140.4,89.4,66,71.4,73.8,113.25,119.7,157.35,174.3,202.2,216.75,192.45,193.65,187.05,168,201.9,220.5,176.55,241.35,218.4,239.7,225.15
"1316054948	",69.74,66.96,63.74,24.96,23.04,22.32,18.34,30.72,23.38,49.66,63.18,86.66,94.02,89.98,110.5,106.26,83.76,101.08,90.32,69.18,97.58,86.94,106.38,89.66
"1316054978	",41.1,29.1,25.5,26.1,35,21.1,20.9,28.9,58.2,57.3,76.8,55.7,62,61.8,58.2,77.4,63.1,62.7,67.9,60.9,48.8,65.6,59.9,31.6
"1316056728	",750.5,595.5,674.5,723,729.5,607,567,651,804,799,617.5,789,760.5,850,746,792.5,576.5,716.5,742,692.5,753,611.5,684.5,518.5
"1316057139	",19.35,17.7,21.9,17.7,16.65,16.95,15.9,31.95,180.45,261.9,353.55,238.2,128.7,300,238.65,236.4,206.55,104.1,47.25,57.9,54.15,41.85,31.35,26.1
"1316058620	",480.9,451.95,436.2,417.9,398.25,414.45,424.05,440.25,462.15,442.95,463.35,446.7,463.65,448.65,428.55,463.5,417.9,444,435.6,440.85,405.15,409.95,392.55,413.4
"1316060619	",1890,2108.7,1926.3,2130.9,1894.5,2053.2,2013.3,2237.7,1947.6,2121.9,2026.2,2091.6,1873.2,2079.6,1901.1,2163.3,2051.7,2196.3,1877.1,2219.4,1972.2,2207.7,1979.4,2135.4
"1316061498	",20.8,14.4,16.3,18.4,14.7,18.9,15.9,27.4,45.8,20.4,25.6,32,39.1,25.9,19.4,14.9,34,74.7,95.3,75,87.2,88.9,84.5,57.5
"1316061570	",26.9,27.9,24.5,36.9,34.1,24.6,25.1,19,35.9,324.8,422.4,379.3,377.4,358.2,362.8,338.9,311.1,343.4,85,106,36.3,36.4,33.7,24.9
"1316062886	",88.9,48.1,65.1,70.5,51.8,67.2,76.1,83.9,111.6,117.2,95.3,98.3,71.4,73.7,57.7,52.3,57.8,78.6,105.4,74.9,67.8,63.1,64.3,63.3
"1316062896	",1996,2560,2622,752,2169.2,2352,1577.6,2706.8,1082,578.4,627.6,575.2,558.8,651.6,615.6,542,225.2,236,213.2,234.8,174.8,267.6,1199.2,2845.2
"1316062971	",92.25,74.25,74.1,78.15,70.05,76.95,70.65,87.45,195.9,230.55,270.75,263.1,160.5,202.35,202.05,220.2,211.65,193.5,165.9,209.1,166.65,133.8,133.8,79.35
"1316062975	",4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9
"1316065849	",92.1,107.1,90.3,114,144.9,170.1,207,213.9,197.1,257.7,293.4,342.3,307.8,287.1,257.7,281.1,298.8,303,214.5,206.1,170.7,136.8,125.7,121.5
"1316067843	",266.4,193.6,214.4,126.4,112.8,171.2,129.6,110.4,161.6,216.8,245.6,371.2,346.4,367.2,328,319.2,337.6,331.2,383.2,536,651.2,568.8,548,534.4
"1316068574	",82,98,44.8,50.8,43.2,50.8,40.8,42.4,171.2,98.4,78.4,42.8,82,100.4,100,90,96,51.6,36.4,27.2,35.6,32.8,26.4,30
"1316068635	",21.3,9.7,9.6,13.2,9.6,10,10.8,12.6,11.7,13.5,13.3,12.9,12.5,14.6,14.3,12.2,14.7,18.2,12.8,12.8,13.7,13.9,14.4,13.1
"1316072139	",66.4,22.8,38.4,28.2,25.2,19.8,27,23.4,24,43.6,37.2,48.6,42.6,38.8,39,39,53.2,37.2,36.8,28.8,36.2,40.2,51,36.4
"1316073213	",51.8,14,14.6,12.9,12.9,14.9,16.1,21.1,95.5,120,129.6,87.9,108.2,106.4,105.8,93.1,104.1,65.9,51.9,69.5,65.9,64.6,62.4,43
"1316073220	",266.1,333.75,303.6,323.1,302.25,280.65,266.7,266.7,297.75,447.15,456.15,489.75,415.35,407.7,459.75,446.7,325.05,369,332.4,328.65,349.35,313.95,340.5,348.6
"1316073843	",1233.1,856,549.4,480.1,410.9,737.3,558.8,374.5,186.9,278.8,336,392.1,1345.7,1389,1025.3,736.9,358.3,58.5,70.2,58,68.4,77.5,95,943.1
"1316075390	",119.2,114.8,115.6,87.2,86,117.6,124.4,150,147.2,199.2,227.2,184,237.2,208.4,205.6,262.8,242,369.2,340.8,288.4,321.2,284.8,172.4,129.2
"1316076091	",1168.05,1215,1149.45,1197.3,1192.2,1391.1,1659.75,1464.15,1545.45,1334.4,1190.7,67.65,1226.55,22.2,43.05,21.15,33.9,34.8,33.6,30.15,24,25.95,40.8,27.15
"1316076097	",69.9,63.6,65.4,62.7,60.9,69.3,67.5,63.9,107.7,165.3,127.2,144,67.2,108,86.1,89.1,96.6,81.3,75.3,94.5,99,88.8,81.3,85.8
"1316076643	",728.7,652.8,627.45,667.95,536.1,728.85,615.75,720.15,11.1,11.4,8.4,4.8,9,6.45,4.2,3.9,3.75,4.5,4.2,4.2,4.05,4.05,4.05,4.5
"1316079671	",17.4,10,15.5,14.1,15.9,11.8,8.4,11.3,12,10.3,16.7,10.7,20.1,7,7,7.1,11.1,6.8,18.5,17.4,20,18.5,14.8,13.3
"1316079914	",3.3,3.1,2,1.9,2,2,2.1,2.1,15.4,10.4,6.7,14.1,15,14,19.1,31.5,32.8,35.9,41,31.3,34,46.5,30.8,30.5
"1316081187	",486,444.4,480.8,447.6,472,427.2,367.6,1030.4,1403.6,1403.2,1427.2,799.6,1110.4,1108.4,1108,1086.4,1089.6,792.4,756.8,829.6,792.8,761.2,574.4,640.4
"1316083288	",4192,4198.4,4193.6,4170.4,4186.4,4204,4170.4,4042.4,4010.4,4119.2,4165.6,4185.6,4139.2,4175.2,4248,4254.4,4263.2,4328,4506.4,4450.4,4400,4401.6,4376,4390.4
"1316084028	",19.4,15.3,15.1,12.4,9.4,11.3,13.3,31.1,16.2,14.5,17.4,315.1,365.1,375.5,263.9,14.7,21,11.4,20.4,17.7,20,19.7,16.3,16.5
"1316085813	",633.45,706.05,684.9,700.2,713.1,680.1,675.75,676.35,633.3,684.3,708,702.6,698.55,684.9,687.6,740.7,747.75,736.2,681.15,628.05,695.7,693.3,706.95,738.3
"1316086204	",71.1,8.8,8.1,9.1,7.8,8,8.1,17.7,211.4,208.6,244.6,176.4,128.9,191.3,204.3,183,198.1,84,4.6,11.7,12.9,11.7,12.8,3.9
"1316086936	",123,97.6,139.5,109.4,142.5,76.8,85.8,83.7,210.9,157.8,170.3,190.4,254.5,256.7,292.8,305.3,275,264.1,230.6,245.3,237.5,236.9,196.4,199.2
"1316088336	",1193.1,724.2,791.1,1221.3,1212,988.2,778.2,950.1,930,1273.2,958.2,895.8,895.5,772.8,653.1,577.8,587.4,123.3,111.3,108,129.3,952.8,939.9,801.3
"1316091527	",180.15,225.9,197.1,167.7,259.35,217.05,133.5,137.4,185.4,184.35,177.75,144,141.15,124.95,113.25,131.85,125.85,142.35,172.5,152.85,128.55,152.7,300.75,215.1
"1316091527	",47.25,49.95,37.05,32.7,32.7,123,131.85,36,38.55,60.45,61.65,62.7,87.9,61.5,55.05,31.2,32.55,69.75,78,48,49.65,54.15,74.4,43.8
"1316091533	",255.9,244.95,233.1,267,287.7,266.4,266.1,264.75,238.35,239.7,287.55,285.9,268.5,289.8,247.95,349.95,370.5,324.9,248.4,373.5,356.85,231.9,303.3,291.9
"1316095182	",2143.2,2154.9,2127.6,2099.1,1996.8,2177.4,2110.8,2194.8,2119.8,2022.9,2126.4,2095.8,1974.6,1992.3,2040.9,2044.5,2091.3,2043.9,2052,1928.1,1964.4,1950,1922.7,1929
"1316096314	",48.6,43.2,45,43.5,53.1,46.5,44.1,54.3,60,118.5,109.5,106.8,97.8,96.9,103.2,105.3,99.9,103.2,67.2,60.3,49.5,53.1,57.6,52.2
"1316096314	",36.3,35.7,32.1,32.7,30.9,34.8,30.9,37.2,39,39,57,76.5,66.3,42.3,49.5,57.6,43.8,63.6,71.7,64.2,56.1,65.1,57.9,48.6
"1316097576	",6493.2,6426,6335.7,6413.4,6386.1,6528.9,6533.1,6459.6,6375.6,6136.2,6119.4,6041.7,6132,5896.8,6203.4,6247.5,6310.5,6386.1,6308.4,6207.6,6050.1,6226.5,5985,5976.6
"1316098980	",1210.2,469.8,654,155.4,411.6,774,843,1584.6,553.8,1165.2,819,984.6,1044.6,1010.4,815.4,943.2,297,144,112.8,143.4,156.6,200.4,381.6,659.4
"1316099540	",114.9,99.3,79.65,75.15,70.35,63.6,74.1,67.2,128.7,428.25,498.75,550.65,513.15,491.1,484.05,468,477.9,368.4,177.75,180.3,170.55,181.2,156.9,119.85
"1316101520	",5323.2,5348,5376,5320,5246.4,5345.6,5283.2,5359.2,5507.2,5535.2,5536.8,5610.4,5564,5569.6,5552,5644.8,5606.4,5703.2,5680.8,5716,5713.6,5747.2,5718.4,5759.2
"1316103707	",560.55,471.9,600.6,546.9,577.05,475.95,38.4,583.5,579.3,573.6,566.4,53.25,578.1,685.65,869.1,789.3,829.5,830.25,523.95,545.85,549.45,545.55,578.25,34.8
"1316104170	",350.85,289.2,290.25,265.65,278.85,313.8,318,315.15,326.4,336.15,410.1,432.3,424.2,445.8,442.95,427.65,449.55,470.7,460.05,412.2,249.9,256.65,202.8,192
"1316108188	",7.3,7,6.6,7.2,8.8,14.5,9.2,59.9,98.8,98.3,90.4,120.1,30.4,71.7,91.6,88.5,90,29.3,27.3,43.1,32,38.9,32.7,30.3
"1316109329	",806.25,737.1,595.95,241.35,386.4,451.2,3.15,51,296.55,243,310.35,322.05,15,324.6,245.4,237.9,204.3,117.3,11.1,3.15,3,892.95,882.45,886.65
"1316110417	",10.62,3.9,10.68,5.82,6.24,10.08,8.16,9.18,1.44,1.26,5.82,3.42,1.56,3,1.44,1.38,1.56,1.86,5.82,7.26,10.44,17.76,10.2,14.52
"1321000233	",119.25,67.5,73.5,112.35,97.35,88.65,107.85,91.35,113.25,132,132.3,121.05,124.05,127.2,118.05,122.25,137.4,193.05,143.1,163.95,132.3,122.1,150.9,133.95
"1321000305	",212.7,276.6,272.7,279,227.25,237,252,257.1,117,5.85,3.75,5.4,3.9,18.6,75,94.95,76.95,101.7,110.55,97.2,104.7,95.7,127.8,106.35
"1321000591	",249,244.5,220.95,217.2,171.15,78.45,56.1,144.15,409.35,408.15,430.05,192.3,59.7,409.2,394.5,375.6,361.65,204.45,205.2,214.5,200.1,164.85,124.2,129.15
"1321003382	",2396.4,2334.6,2386.2,2319.6,2482.8,2391,2340.6,2551.2,2347.8,2495.4,2405.4,2491.2,2407.8,2463,2274,2391,2470.8,2400.6,2388,2364.6,2500.2,2332.2,2316,2498.4
"1321003541	",2.7,2.7,2.55,2.85,3,2.7,2.85,2.7,51.75,41.1,38.25,41.4,11.85,48.75,25.5,22.05,40.2,6.3,7.8,7.35,6.3,3.15,2.55,2.85
"1321004951	",19.5,34.2,36.1,38.1,28.5,12.6,15.7,19,36.6,26.4,14.4,19,19.2,13.1,12.8,16.4,28.8,41.1,19.8,26.6,29.6,29.1,31,16.2
"1321005523	",660.7,546.4,452.3,670.8,578.6,633.3,571.6,533.7,562,588.9,646.5,533.7,554.5,527.2,516.1,570.1,542.5,454.9,493.6,460.8,440.6,480.7,501.3,477.2
"1321005658	",199.2,175.2,145.8,145.8,139.8,131.4,143.4,158.4,178.2,354.6,406.2,543.6,543,474.6,399,319.8,338.4,525,608.4,592.8,596.4,455.4,334.8,223.8
"1321005659	",118.5,135.4,118.6,81.9,108.8,95,92.9,91.9,106.1,99.1,130.1,147.2,171.8,144.3,128.9,120.1,128.6,133.3,241.7,233.3,261.1,194.2,138.4,126.6
"1321006902	",360.2,414,433,407.6,389,434,333.4,400.8,360.8,276.8,293.4,258,124.8,224,265.8,252,298.2,257,260.4,255,221.2,216.2,216.4,108.4
"1321007225	",97.7,111.7,100.3,104.4,109.3,97.9,92.1,99.7,178.1,265.7,247.6,169.6,244.9,330.8,301.2,307.5,325.5,175.1,117,96.4,92.2,126.4,83.3,80.8
"1321009786	",6260.1,6087.9,6573,7035,5000.1,6411.3,5604.9,5298.3,5896.8,5403.3,5483.1,5875.8,5042.1,5302.5,5653.2,5226.9,4993.8,5756.1,5842.2,5321.4,5302.5,5670,5607,5772.9
"1321011520	",4177.6,4040.4,4020.8,3992.8,3822,3550.4,3939.6,3754.8,3460.8,3684.8,3936.8,3864,2394,4135.6,3052,3833.2,3600.8,3474.8,3715.6,4074,3626,3754.8,4048.8,3883.6
"1321011520	",4284,4160.8,4096.4,4057.2,3864,3614.8,4040.4,3788.4,3452.4,3852.8,3880.8,3962,2576,4219.6,3147.2,3920,3589.6,3511.2,3813.6,4082.4,3718.4,3880.8,4208.4,3925.6
"1321014576	",1027.8,1059,1121.1,1138.5,1053.9,1053,1152.3,1076.7,848.1,1010.7,1173.6,1128,1081.8,1131.3,1229.4,1210.8,1019.7,1061.1,1164.3,1182.6,1115.7,1038,1103.4,1099.8
"1321017429	",138,133.5,41.7,129,160.2,134.7,135.3,63.3,179.4,327.9,282.6,275.4,260.4,332.4,362.1,314.7,307.5,227.4,70.5,89.1,84.9,95.7,94.8,101.1
"1321018111	",12938.8,13045.2,13193.6,13224.4,13115.2,12826.8,13073.2,13300,12992,13182.4,12933.2,12821.2,12980.8,12936,13045.2,12720.4,13045.2,13143.2,13003.2,13028.4,13022.8,12927.6,13090,13087.2
"1321020334	",2071.2,2236.4,1956,2208,2188.4,2125.2,2036.4,2080,2146.8,2096.4,2325.2,2199.6,2090.4,2072,2180.8,1965.2,2194.4,2069.2,2184,2217.6,2192.8,2202.8,2110.4,2074
"1321022791	",365.7,362.3,357.7,359.1,353.9,343.4,378.5,412.9,400.2,368.3,437.8,382.8,387,406.5,392.2,411.9,385.7,367.6,374.9,383.2,381.4,374.5,370.5,383.6
"1321024109	",2.6,1,1,1,1,1,1,3.2,1,2.6,1,2.8,1,1,1,1.2,1.2,4.2,8,5.6,1.2,1.2,1,1
"1321024666	",50.7,65.4,88.5,89.1,58.5,40.8,71.1,113.1,130.5,177,111.9,138.3,90,127.2,207,140.1,108,27.3,26.7,38.4,23.4,19.2,17.4,32.4
"1321026063	",3948,3133,4048,3108,3712,2766,3894,2575,1532,1713,1753,1639,1349,1486,1457,3015,3405,3359,2698,3164,1519,1945,2046,1787
"1321026209	",1765.2,1704.8,1698.4,819.4,828,1136.2,573,993.8,310.4,345.6,252.4,315.8,304,316.4,302,324.8,229.6,284.2,250,189,203.8,131.6,1330,1542.6
"1321029473	",4157.6,4190.4,4286.4,4160,4174.4,4284.8,4047.2,4157.6,4242.4,4203.2,4289.6,4200.8,4238.4,4170.4,4169.6,4245.6,4238.4,4261.6,4277.6,4248,4288,4300.8,4296,4293.6
"1321035348	",890.55,901.8,858.75,916.2,913.65,65.85,95.25,162.75,203.7,166.95,162.45,172.95,158.7,158.1,166.05,161.85,156.9,164.25,136.95,134.4,133.65,877.65,867.6,857.85
"1321037302	",39.3,39.2,39,38.7,38.2,43.1,37.5,39.3,63.3,42.4,64.5,45,65.5,64.5,49.2,106.2,50.1,63.9,60.8,77.9,54.4,44.2,58.7,46.8
"1321037302	",51.4,36.3,35.2,34.6,34.9,35.4,35.1,36.9,51.5,44.3,51.8,62.6,52.3,48.8,51.4,50,48.3,57.6,46.2,53.8,45.5,63.4,55.8,44.5
"1321037304	",2.5,2.5,2.6,2.5,2.5,2.5,2.7,3.1,2.4,2.5,5.7,5.7,5.9,5.7,6.7,6.9,9.7,7.2,7.1,3.7,7,7,2.6,2.5
"1321037613	",106.4,88,56.7,43.4,44.7,48.2,125.5,113.7,117.6,108.7,36.5,48.9,126.4,144.9,133.8,128.1,138.1,181.3,159.8,194.7,199.8,190.1,164.6,174.4
"1321040506	",779,853.2,905,919,839.6,787.8,788.6,1223.6,1098,1208.2,1212,1358.2,998.8,1301,1348,1188.4,1030.4,1080.8,1162.2,628.4,650.2,621.6,547,519.4
"1321041175	",3.6,3.6,3.6,6.3,10.2,3.9,3.3,3,2.7,9.3,45,7.8,3,3,2.7,8.1,3,8.7,4.2,4.2,10.8,3.9,4.8,3.9
"1321041363	",233.7,250.5,234.15,231.75,230.25,273.75,259.05,268.8,453.75,444.3,465.15,430.8,394.05,411.6,431.55,365.7,375.15,385.5,382.95,266.7,303.15,291,256.2,277.05
"1321041374	",3.9,2.4,2.55,2.4,2.55,3.45,2.7,5.4,4.05,4.65,5.4,4.5,3.15,3.15,2.85,8.85,2.85,5.55,4.5,5.1,4.2,6.15,5.7,5.55
"1321042591	",822,316,403,308,228,313,601,414,2888,2988,3731,1433,145,3430,3974,3481,3087,1432,1023,954,1072,1370,678,630
"1321046541	",776.4,686.7,20.6,649.8,617.7,463.9,750.5,706.8,106,90.3,95.8,156.3,664,688.2,155.8,72.3,105.2,21.4,16.4,3.8,3.2,23.6,656,795.1
"1321048182	",468.8,514.4,519.7,488.7,497,439,472.4,510.9,411.7,476.4,502.6,555.1,472,471.1,518.2,544.5,445.1,497.9,518.4,485.2,483.1,424.6,426.4,518.4
"1321048183	",138.9,133.2,360.9,420.9,284.7,396.3,259.2,98.1,353.1,352.8,362.7,516.6,320.7,389.4,193.5,279.6,309.3,129.9,108.3,156.6,144.6,46.2,125.1,124.8
"1321049339	",0.46,0.46,0.46,0.46,0.46,0.48,0.48,0.46,0.44,0.44,0.44,0.44,0.46,0.44,0.44,0.44,0.44,0.44,0.46,0.46,0.46,0.46,0.46,0.46
"1321049339	",148.35,187.65,167.85,133.95,118.8,111.75,102.45,138.75,142.95,174,225.3,184.05,157.65,116.4,139.2,139.05,124.2,198.15,221.1,222.3,191.25,195.3,188.85,163.2
"1321049667	",916.3,67.6,1455.3,1378.7,732.9,1462.4,1213,1435,28.3,48.1,636.5,659.5,608.3,54,124.3,536.6,743.5,754.1,7.3,7.9,19.2,14.4,1359.3,1283.5
"1321050823	",220,191,167.6,188.4,220.4,176.8,207.8,685.4,1047.4,1096.4,1167.2,1101.8,1107.6,1147.2,1179.8,1152.6,1151,903.2,879.4,840.8,774.4,203,35.4,29
"1321053502	",319.2,450.75,344.85,305.1,273.6,209.25,251.1,186.3,163.2,288.15,344.1,278.1,320.7,444,416.4,471.3,368.4,255.6,235.5,240,179.55,140.7,186,225.15
"1321053983	",1111.2,1234.2,1063.8,981.6,1029,1008,952.8,1039.2,1701,1929,1902,1705.2,793.8,1248.6,899.4,1354.8,1276.2,856.2,1008.6,1327.8,1168.8,1284.6,1125,1257.6
"1321054648	",40.5,41.25,41.85,40.8,43.2,42.15,64.5,64.95,61.65,414,484.8,408.3,15.75,23.4,13.95,10.95,24.3,18.15,9.75,19.95,11.55,9.9,19.8,9.6
"1321054806	",638.25,653.25,629.85,627.9,650.7,603.75,619.95,636,633.3,583.05,534.15,583.2,595.65,620.55,635.7,631.95,669.6,668.4,653.4,621.75,624.6,657.6,627.45,618.6
"1321055116	",871.5,380.4,779.85,575.7,225.45,282.6,658.8,434.1,247.95,473.7,264.15,238.95,,,242.25,198.75,500.7,720.6,34.35,36.15,29.7,32.7,479.85,196.65
"1321055965	",82.35,31.95,44.4,28.8,28.05,24.9,12.45,20.25,25.8,33,28.05,37.35,36.9,15.6,19.05,29.1,31.95,29.85,56.1,37.8,29.25,28.65,25.2,28.2
"1321057100	",1150.4,1412,1360,1287.2,1423.2,1264.8,1016,1109.6,948,1323.2,1148,1326.4,1040,1340,1232.8,1273.6,1302.4,1268,1000,1100.8,923.2,1269.6,1186.4,1277.6
"1321059115	",204.2,863.5,339.5,634.4,111.4,173.3,506,138.5,59.4,113.1,121.6,116.3,57,15.9,183.5,117.8,54.9,83.2,17.8,19.1,39.1,51.8,280.5,114.3
"1321060478	",24,14.4,13.9,13.9,14.3,13.8,14.1,28.1,18.6,32.8,8.9,20.2,24.5,20,17,24.9,25.7,47.3,43.7,36.6,30.9,23.1,15.3,14.4
"1321060478	",70.8,75.2,84.4,84,62,60.8,57.2,83.2,142.4,172.8,182.2,135.6,140.4,123.4,133,117.4,135.2,133.4,136.6,119.4,123.2,105.4,83.2,76.2
"1321060723	",22.4,16,10,14.4,18,33.6,39.6,55.6,72.4,65.6,81.6,66,80.4,77.6,60.8,40.8,75.2,78.8,92.4,69.6,61.2,45.6,32,25.2
"1321060724	",4819,5338,5258,2718,4187,3833,3468,2187,404,417,364,340,322,284,303,1770,5233,1897,4662,3532,2451,1834,3235,4654
"1321062355	",115.8,90.6,94.5,96,125.7,81.6,67.05,113.7,108.75,363.15,305.1,322.2,156.15,180.15,223.2,254.25,250.35,187.05,168.3,169.05,177,150.15,139.5,183.9
"1321062391	",16.6,20.8,21.4,17.3,23.8,21.7,24.1,48.7,23.9,36.4,25.8,27.7,28.1,21.6,21.3,18.2,31.4,32.6,43.1,27.3,34.2,18.2,20.6,18.5
"1321062391	",22.4,10.1,9.8,9.8,10.1,10.1,9.8,9.4,53.4,24.4,10.4,23.3,22.8,11.7,34.9,28.7,36.8,13.9,29.5,15.7,12.6,46.3,23.1,25.2
"1321064644	",914.6,891.6,789,740.4,903.2,821,897.2,902.6,355.4,319.8,347.4,206.8,274.8,138,158.8,262.6,245.2,228.2,227.6,219,222.8,223.6,655,922.8
"1321064979	",418.6,447.1,409.9,366.8,510.8,512.2,559.8,316.9,401.7,484,422.1,367.3,250.9,410.8,347.7,356.4,305.2,78.2,57.2,50.3,42.9,44.7,49.8,51.9
"1321066076	",85,96.5,96.5,81.7,102.4,91.6,81.3,105.9,199.8,226.3,238.2,218.4,152.1,217.3,191.2,222.3,150.4,223.1,149.7,128,107.8,127.5,128.3,109.9
"1321066108	",778.8,852,788.3,825.2,802.3,805.4,864.1,861.4,838.9,880.7,836.4,825.5,836.7,854.6,853.3,830.5,806.8,841.3,818.4,842,819.3,836.1,834.3,818.9
"1321072137	",20.27,18.27,10.43,17.97,20.36,22.64,29.49,27.6,26.19,58.85,92.42,75.09,71.97,64.17,50.27,61.04,63.5,43.17,23.78,36.47,55.62,26.78,20.21,16.88
"1321073853	",12.45,9.3,13.65,13.05,23.4,14.85,33.15,13.05,10.8,24.6,22.65,17.55,11.4,8.7,17.25,18.45,11.85,33.45,17.1,31.5,16.05,22.2,11.85,15.15
"1321073960	",185.7,219.2,383.8,259.3,231.7,130.6,183.1,279.7,425.3,482.1,555,308.3,418.2,453.9,395,551.8,587.4,355.5,436.2,335.3,354,331.5,390.5,289.7
"1321074669	",19.05,17.7,16.95,24.3,14.85,17.4,17.7,21.45,18.3,21.75,18.9,18.6,16.65,27.6,24.45,21.3,22.8,20.25,23.1,21.45,27.45,28.2,30.3,18
"1321074669	",41.55,34.05,36.75,37.5,36.9,38.4,32.85,45.6,48.6,67.95,49.8,127.65,104.55,113.7,85.8,68.55,64.35,148.95,162.6,138.6,157.05,99.6,39,33.6
"1321075074	",62.2,62.2,57,69,61,67.3,88.2,256.5,213.7,304.8,191.7,179,204.3,195,91,87.3,90.4,69.9,65.3,157.7,167.4,173.7,68.7,157.6
"1321076462	",92.1,108.9,75.6,78.6,74.4,110.4,112.8,76.8,69.3,102,77.4,74.1,72,81,81,85.5,65.1,59.1,114.3,108.9,86.4,92.7,102,101.7
"1321078493	",26.5,20.2,20.8,23.6,23.6,25.7,19.7,18.8,18.5,20.3,17.9,17.9,17.4,16.1,18.2,17.9,11.7,13.5,25.1,22.7,25.5,30.9,26.3,22.6
"1321078493	",10.3,10.46,11.28,10.5,9.52,9.82,7.46,3.84,6.34,6.3,6.6,6.52,6.86,7.37,8.37,7.58,6.69,6.08,11.14,13.14,12.87,13.02,10.66,10.96
"1321079066	",311.8,286.4,328.8,281.2,307,292.2,303.2,303.4,380.2,482.8,439.2,360.4,435.4,347.8,340,372,316.2,374.8,336.2,302.2,320.4,247.6,239,262.8
"1321080278	",263.16,252.06,252.84,243.54,248.34,246.78,258.72,252,253.62,261,260.04,250.98,249.72,243.3,263.22,258.72,261.36,255,259.14,255.18,261.48,250.92,261.18,259.02
"1321080400	",459.7,459,596,482.1,361.6,424.7,446.8,467.9,464.8,338.8,439.9,471.9,382.5,354.4,489.5,554.7,504.7,407.7,402.7,486.8,545.1,475.5,464.5,455.7
"1321084404	",793.95,793.5,797.85,802.65,810.15,799.05,809.25,824.85,812.7,814.5,826.2,836.4,822.45,815.85,819.45,820.5,827.4,802.35,784.65,779.55,824.7,813.3,814.65,836.4
"1321084405	",746.2,866.6,829.4,871.8,667,820.4,737.2,846,941.8,1070.2,1114.4,995,884.2,1143,1019,1078,1002,1018,882.4,903.6,763,758.2,787,893.4
"1321085361	",51.4,30,29,28.2,35.6,35.8,33.8,33.4,31.2,43,55,40.2,23.6,26.4,62.8,25.6,25.6,33.4,57.6,29.2,31.2,30.4,36.2,35.2
"1321085361	",16.8,13.05,13.05,14.55,13.2,12.75,12.6,14.25,15.9,15.6,31.5,24.75,30.9,25.65,15.75,22.65,15.6,14.1,16.05,13.95,40.95,14.55,12.6,16.35
"1321085369	",444.6,442.35,448.5,447.75,450.45,403.8,442.65,451.8,428.7,490.2,523.5,493.35,520.5,508.8,519.45,498.15,437.7,503.25,511.05,484.2,486,507.15,486,497.1
"1321088623	",565.3,565.3,561.8,543.8,561.2,578.3,527.3,495.7,511.5,569.9,522.6,578.2,563.7,538.5,525.9,535.3,556,550.9,533,506.1,522.4,519.6,554.1,547.9
"1321090288	",7.7,7.8,8,8,7.8,7.8,7.1,7.5,16.1,33.1,50.7,29.9,31.8,28.6,31.7,39.3,39,41.6,62.9,83.6,59.8,27.2,15.1,20.5
